nba20ltbmblapp-01.bio-dub.ea.com,10.74.179.89,159.153.59.133,test
nba20ltbmblapp-02.bio-dub.ea.com,10.74.179.98,159.153.59.234,test
nba20ltbmblapp-03.bio-dub.ea.com,10.74.179.97,159.153.59.226,test
nba20ltbmblapp-04.bio-dub.ea.com,10.74.179.96,159.153.59.134,test
nba20ltbmblapp-05.bio-dub.ea.com,10.74.179.99,159.153.59.235,test
nba20ltbmblapp-06.bio-dub.ea.com,10.74.179.88,159.153.59.132,test
