Branch,Endpoint,File,ServiceName
//gosdev/games/FIFA/2016/Gen3/prod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2016/Gen3/prod/blazeserver/15.x/etc/commondefines.cfg,|[u'fifa-2016-xbl2', u'fifa-2016-xbl2-ddr', u'fifa-2016-ps3', u'fifa-2016-ps3-ddr']|
//gosdev/games/EASHub/2013/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/EASHub/2013/prod/blazeserver/3.x/etc/commondefines.cfg,[u'eashub-2013-ps3']
//gosdev-restricted/kettle/games/NBA/2014/Gen3-1/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/NBA/2014/Gen3-1/prod/blazeserver/13.x/etc/commondefines.cfg,|[u'nba-2014-xone', u'nba-2014-ps4']|
//gosdev/games/FIFA/2017/Gen3/demoprod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2017/Gen3/demoprod/blazeserver/15.x/etc/commondefines.cfg,|[u'fifa-2017-ps3-demo', u'fifa-2017-xbl2-demo']|
//gosdev-restricted/kettle/games/UFC/2015/Gen3-1/prod/blazeserver/13.3.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/UFC/2015/Gen3-1/prod/blazeserver/13.3.x/etc/commondefines.cfg,|[u'ufc-2015-ps4', u'ufc-2015-xone']|
//gosdev/games/NFS/2013/mobile/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NFS/2013/mobile/prod/blazeserver/3.x/etc/commondefines.cfg,|[u'nfs-2013-android', u'nfs-2013-ios']|
//gosdev/games/MoH/Warfighter/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/MoH/Warfighter/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,|[u'moh-warfighter-xbl2', u'moh-warfighter-pc', u'moh-warfighter-ps3']|
//gosdev/games/NHL/2016/Gen4/retail/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2016/Gen4/retail/prod/blazeserver/etc/commondefines.cfg,|[u'nhl-2016-ps4', u'nhl-2016-ps4-trial', u'nhl-2016-xone', u'nhl-2016-xone-trial']|
//gosdev/games/NBA/2016/retail/DL_Default/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/NBA/2016/retail/DL_Default/prod/blazeserver/etc/commondefines.cfg,|[u'nba-2016-ps4', u'nba-2016-ps4-trial', u'nba-2016-xone', u'nba-2016-xone-trial']|
//gosdev/games/FifaManager/2012/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/FifaManager/2012/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,[u'fifamanager-2012-pc']
