Branch,Endpoint,File,ServiceName
//gosdev/games/FIFA/2012/Gen3-Street/PROD/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2012/Gen3-Street/PROD/blazeserver/3.x/etc.ilt.sports/env/prod.boot,fifa-2012-street-xbl2
//gosdev/games/Deadspace/2013/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Deadspace/2013/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,deadspace-3-pc
//gosdev/games/Burnout/Crash/iOS/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Burnout/Crash/iOS/prod/blazeserver/3.x/etc.ilt.shooter/env/prod.boot,burnout-crash-ios
//gosdev/games/FIFA/2015/Gen4/demoprod/blazeserver/14.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2015/Gen4/demoprod/blazeserver/14.x/etc/commondefines.cfg,fifa-2015-pc-demo
//gosdev/games/Syndicate/2011/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Syndicate/2011/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,syndicate-2011-xbl2
//gosdev/games/UFC/2017/Gen4/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/UFC/2017/Gen4/prod/blazeserver/etc/commondefines.cfg,ufc-2017-ps4
//gosdev/games/NHL/2014/NHL/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NHL/2014/NHL/retail/prod/blazeserver/3.x/etc/commondefines.cfg,nhl-2014-xbl2
//gosdev/games/FIFA/2016/Gen3/demoprod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2016/Gen3/demoprod/blazeserver/15.x/etc/commondefines.cfg,fifa-2016-ps3-demo
//gosdev/games/Madden/2013/retail/release/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Madden/2013/retail/release/blazeserver/3.x/etc/commondefines.cfg,madden-2013-wiiu
//gosdev/games/NCAA/2014/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NCAA/2014/retail/prod/blazeserver/3.x/etc/commondefines.cfg,ncaa-2014-xbl2
//gosdev/games/FIFA/2014/Gen3-Demo/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2014/Gen3-Demo/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2014-xbl2-demo
//gosdev/games/MirrorsEdge/Catalyst/retail/prod/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/MirrorsEdge/Catalyst/retail/prod/blazeserver/etc/commondefines.cfg,mirrorsedgecatalyst-2016-ps4
//gosdev/games/NFS/2013/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NFS/2013/Gen3/prod/blazeserver/3.x/etc/commondefines.cfg,nfs-2013-psp2
//gosdev/games/FIFA/2016/Gen4/prod/blazeserver/15.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2016/Gen4/prod/blazeserver/15.x/etc/commondefines.cfg,fifa-2016-xone
//gosdev-restricted/kettle/games/FIFA/2014/Gen3-1-Demo/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/FIFA/2014/Gen3-1-Demo/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2014-ps4-demo
//gosdev/games/NCAA/2012/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NCAA/2012/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,ncaa-2012-xbl2
//gosdev/games/PGATour/2016/Gen4/prod/blazeserver/14.2.x,gos-blaze.nucleus.ea.com,//gosdev/games/PGATour/2016/Gen4/prod/blazeserver/14.2.x/etc/commondefines.cfg,pga-2016-xone
//gosdev/games/FIFA/2015/Gen3/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev/games/FIFA/2015/Gen3/prod/blazeserver/13.x/etc/commondefines.cfg,fifa-2015-xbl2
//gosdev/games/Burnout/Crash/Gen3/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/Burnout/Crash/Gen3/prod/blazeserver/3.x/etc.ilt.sports/env/prod.boot,burnout-crash-xbl2
//gosdev/games/PlantsVsZombies/GW2/Gen4/prod/15.1.x/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/PlantsVsZombies/GW2/Gen4/prod/15.1.x/blazeserver/etc/commondefines.cfg,plantsvszombies-gw2-xone
//gosdev/games/MassEffect/4/retail/prod/15.1.x/blazeserver,gos-blaze.nucleus.ea.com,//gosdev/games/MassEffect/4/retail/prod/15.1.x/blazeserver/etc/commondefines.cfg,masseffect-4-xone
//gosdev-restricted/kettle/games/Battlefield/4/Gen3-1/CTE/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/Battlefield/4/Gen3-1/CTE/blazeserver/13.x/etc/commondefines.cfg,battlefield-4-xone-cte
//gosdev/games/TigerWoods/2014/Gen3/retail/prod/blazeserver/3.19.x,gos-blaze.nucleus.ea.com,//gosdev/games/TigerWoods/2014/Gen3/retail/prod/blazeserver/3.19.x/etc/commondefines.cfg,tigerwoods-2014-xbl2
//gosdev/games/NFS/2013/commonLocker/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/NFS/2013/commonLocker/prod/blazeserver/3.x/etc/commondefines.cfg,nfs-2013-locker
//gosdev/games/GatlingGears/1/retail/prod/blazeserver/3.x,gos-blaze.nucleus.ea.com,//gosdev/games/GatlingGears/1/retail/prod/blazeserver/3.x/etc/env/prod.boot,gatlinggears-1-pc
//gosdev-restricted/kettle/games/Battlefield/4/Gen3-1/prod/blazeserver/13.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/Battlefield/4/Gen3-1/prod/blazeserver/13.x/etc/commondefines.cfg,battlefield-4-xone
//gosdev-restricted/kettle/games/NHL/2015/Gen3-1/prod/blazeserver/14.x,gos-blaze.nucleus.ea.com,//gosdev-restricted/kettle/games/NHL/2015/Gen3-1/prod/blazeserver/14.x/etc/commondefines.cfg,nhl-2015-xone
